Season;Game #;Unique ID;Date;Team;Opponent;Team G;Opp G;Win Loss;Points;Referee;Team S;Opp S;Team SOT;Opp SOT;Team Fouls;Opp Fouls;Team Corner;Opp Corner;Team Yellows;Opp Yellow;Team Red;Opp Red
2004-05;36;Lille36;5/14/2005;Lille;Nantes;3;1;Win;3;NA;;;;;;;;;;;;
2004-05;37;Lille37;5/21/2005;Lille;Ajaccio;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;38;Lille38;5/28/2005;Lille;Auxerre;3;1;Win;3;NA;;;;;;;;;;;;
2004-05;1;Lyon1;8/6/2004;Lyon;Nice;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;2;Lyon2;8/14/2004;Lyon;Sochaux;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;3;Lyon3;8/22/2004;Lyon;Metz;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;4;Lyon4;8/28/2004;Lyon;Lille;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;5;Lyon5;9/11/2004;Lyon;Rennes;2;1;Win;3;NA;;;;;;;;;;;;
2004-05;6;Lyon6;9/18/2004;Lyon;Bastia;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;7;Lyon7;9/21/2004;Lyon;Toulouse;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;8;Lyon8;9/25/2004;Lyon;Monaco;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;9;Lyon9;10/3/2004;Lyon;St Etienne;3;2;Win;3;NA;;;;;;;;;;;;
2004-05;10;Lyon10;10/15/2004;Lyon;Caen;4;0;Win;3;NA;;;;;;;;;;;;
2004-05;11;Lyon11;10/23/2004;Lyon;Istres;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;12;Lyon12;10/30/2004;Lyon;Strasbourg;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;13;Lyon13;11/6/2004;Lyon;Lens;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;14;Lyon14;11/13/2004;Lyon;Nantes;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;15;Lyon15;11/19/2004;Lyon;Paris SG;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;16;Lyon16;11/27/2004;Lyon;Auxerre;2;1;Win;3;NA;;;;;;;;;;;;
2004-05;17;Lyon17;12/4/2004;Lyon;Ajaccio;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;18;Lyon18;12/11/2004;Lyon;Bordeaux;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;19;Lyon19;12/17/2004;Lyon;Marseille;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;20;Lyon20;1/12/2005;Lyon;Sochaux;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;21;Lyon21;1/15/2005;Lyon;Metz;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;22;Lyon22;1/23/2005;Lyon;Lille;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;23;Lyon23;1/26/2005;Lyon;Rennes;2;1;Win;3;NA;;;;;;;;;;;;
2004-05;24;Lyon24;2/1/2005;Lyon;Bastia;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;25;Lyon25;2/5/2005;Lyon;Toulouse;4;0;Win;3;NA;;;;;;;;;;;;
2004-05;26;Lyon26;2/18/2005;Lyon;Monaco;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;27;Lyon27;2/26/2005;Lyon;St Etienne;3;2;Win;3;NA;;;;;;;;;;;;
2004-05;28;Lyon28;3/4/2005;Lyon;Caen;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;29;Lyon29;3/12/2005;Lyon;Istres;2;1;Win;3;NA;;;;;;;;;;;;
2004-05;30;Lyon30;3/19/2005;Lyon;Strasbourg;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;31;Lyon31;4/2/2005;Lyon;Lens;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;32;Lyon32;4/9/2005;Lyon;Nantes;2;2;Draw;1;NA;;;;;;;;;;;;
2004-05;33;Lyon33;4/17/2005;Lyon;Paris SG;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;34;Lyon34;4/24/2005;Lyon;Auxerre;3;0;Win;3;NA;;;;;;;;;;;;
2004-05;35;Lyon35;5/8/2005;Lyon;Ajaccio;2;1;Win;3;NA;;;;;;;;;;;;
2004-05;36;Lyon36;5/15/2005;Lyon;Bordeaux;5;1;Win;3;NA;;;;;;;;;;;;
2004-05;37;Lyon37;5/21/2005;Lyon;Marseille;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;38;Lyon38;5/28/2005;Lyon;Nice;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;1;Marseille1;8/7/2004;Marseille;Bordeaux;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;2;Marseille2;8/15/2004;Marseille;Lille;3;0;Win;3;NA;;;;;;;;;;;;
2004-05;3;Marseille3;8/21/2004;Marseille;Nice;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;4;Marseille4;8/28/2004;Marseille;Metz;1;3;Loss;0;NA;;;;;;;;;;;;
2004-05;5;Marseille5;9/12/2004;Marseille;Sochaux;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;6;Marseille6;9/18/2004;Marseille;Toulouse;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;7;Marseille7;9/22/2004;Marseille;Rennes;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;8;Marseille8;9/25/2004;Marseille;Bastia;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;9;Marseille9;10/2/2004;Marseille;Istres;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;10;Marseille10;10/17/2004;Marseille;St Etienne;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;11;Marseille11;10/24/2004;Marseille;Lens;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;12;Marseille12;10/29/2004;Marseille;Monaco;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;13;Marseille13;11/7/2004;Marseille;Paris SG;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;14;Marseille14;11/13/2004;Marseille;Strasbourg;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;15;Marseille15;11/20/2004;Marseille;Ajaccio;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;16;Marseille16;11/27/2004;Marseille;Nantes;3;1;Win;3;NA;;;;;;;;;;;;
2004-05;17;Marseille17;12/4/2004;Marseille;Caen;3;2;Win;3;NA;;;;;;;;;;;;
2004-05;18;Marseille18;12/11/2004;Marseille;Auxerre;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;19;Marseille19;12/17/2004;Marseille;Lyon;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;20;Marseille20;1/11/2005;Marseille;Lille;2;1;Win;3;NA;;;;;;;;;;;;
2004-05;21;Marseille21;1/16/2005;Marseille;Nice;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;22;Marseille22;1/22/2005;Marseille;Metz;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;23;Marseille23;1/25/2005;Marseille;Sochaux;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;24;Marseille24;1/29/2005;Marseille;Toulouse;3;1;Win;3;NA;;;;;;;;;;;;
2004-05;25;Marseille25;2/5/2005;Marseille;Rennes;3;1;Win;3;NA;;;;;;;;;;;;
2004-05;26;Marseille26;2/19/2005;Marseille;Bastia;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;27;Marseille27;2/27/2005;Marseille;Istres;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;28;Marseille28;3/6/2005;Marseille;St Etienne;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;29;Marseille29;3/12/2005;Marseille;Lens;2;1;Win;3;NA;;;;;;;;;;;;
2004-05;30;Marseille30;3/20/2005;Marseille;Monaco;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;31;Marseille31;4/3/2005;Marseille;Paris SG;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;32;Marseille32;4/9/2005;Marseille;Strasbourg;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;33;Marseille33;4/16/2005;Marseille;Ajaccio;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;34;Marseille34;4/23/2005;Marseille;Nantes;2;2;Draw;1;NA;;;;;;;;;;;;
2004-05;35;Marseille35;5/7/2005;Marseille;Caen;2;3;Loss;0;NA;;;;;;;;;;;;
2004-05;36;Marseille36;5/14/2005;Marseille;Auxerre;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;37;Marseille37;5/21/2005;Marseille;Lyon;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;38;Marseille38;5/28/2005;Marseille;Bordeaux;3;3;Draw;1;NA;;;;;;;;;;;;
2004-05;1;Metz1;8/7/2004;Metz;Nantes;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;2;Metz2;8/14/2004;Metz;Ajaccio;2;1;Win;3;NA;;;;;;;;;;;;
2004-05;3;Metz3;8/22/2004;Metz;Lyon;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;4;Metz4;8/28/2004;Metz;Marseille;3;1;Win;3;NA;;;;;;;;;;;;
2004-05;5;Metz5;9/11/2004;Metz;Bordeaux;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;6;Metz6;9/19/2004;Metz;Auxerre;0;4;Loss;0;NA;;;;;;;;;;;;
2004-05;7;Metz7;9/22/2004;Metz;Nice;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;8;Metz8;9/25/2004;Metz;Lille;0;4;Loss;0;NA;;;;;;;;;;;;
2004-05;9;Metz9;10/3/2004;Metz;Sochaux;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;10;Metz10;10/16/2004;Metz;Monaco;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;11;Metz11;10/23/2004;Metz;Rennes;1;3;Loss;0;NA;;;;;;;;;;;;
2004-05;12;Metz12;10/30/2004;Metz;Bastia;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;13;Metz13;11/6/2004;Metz;Toulouse;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;14;Metz14;11/13/2004;Metz;Caen;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;15;Metz15;11/20/2004;Metz;Istres;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;16;Metz16;11/27/2004;Metz;St Etienne;2;2;Draw;1;NA;;;;;;;;;;;;
2004-05;17;Metz17;12/4/2004;Metz;Lens;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;18;Metz18;12/11/2004;Metz;Strasbourg;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;19;Metz19;12/18/2004;Metz;Paris SG;0;3;Loss;0;NA;;;;;;;;;;;;
2004-05;20;Metz20;1/12/2005;Metz;Ajaccio;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;21;Metz21;1/15/2005;Metz;Lyon;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;22;Metz22;1/22/2005;Metz;Marseille;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;23;Metz23;1/26/2005;Metz;Bordeaux;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;24;Metz24;1/29/2005;Metz;Auxerre;3;0;Win;3;NA;;;;;;;;;;;;
2004-05;25;Metz25;2/5/2005;Metz;Nice;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;26;Metz26;2/20/2005;Metz;Lille;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;27;Metz27;3/5/2005;Metz;Monaco;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;28;Metz28;3/12/2005;Metz;Rennes;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;29;Metz29;3/16/2005;Metz;Sochaux;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;30;Metz30;3/19/2005;Metz;Bastia;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;31;Metz31;4/2/2005;Metz;Toulouse;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;32;Metz32;4/9/2005;Metz;Caen;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;33;Metz33;4/16/2005;Metz;Istres;2;1;Win;3;NA;;;;;;;;;;;;
2004-05;34;Metz34;4/23/2005;Metz;St Etienne;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;35;Metz35;5/7/2005;Metz;Lens;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;36;Metz36;5/14/2005;Metz;Strasbourg;1;3;Loss;0;NA;;;;;;;;;;;;
2004-05;37;Metz37;5/21/2005;Metz;Paris SG;3;2;Win;3;NA;;;;;;;;;;;;
2004-05;38;Metz38;5/28/2005;Metz;Nantes;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;1;Monaco1;8/7/2004;Monaco;St Etienne;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;2;Monaco2;8/14/2004;Monaco;Istres;2;1;Win;3;NA;;;;;;;;;;;;
2004-05;3;Monaco3;8/21/2004;Monaco;Caen;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;4;Monaco4;8/28/2004;Monaco;Lens;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;5;Monaco5;9/11/2004;Monaco;Strasbourg;3;1;Win;3;NA;;;;;;;;;;;;
2004-05;6;Monaco6;9/19/2004;Monaco;Paris SG;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;7;Monaco7;9/22/2004;Monaco;Nantes;2;1;Win;3;NA;;;;;;;;;;;;
2004-05;8;Monaco8;9/25/2004;Monaco;Lyon;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;9;Monaco9;10/2/2004;Monaco;Nice;3;4;Loss;0;NA;;;;;;;;;;;;
2004-05;10;Monaco10;10/16/2004;Monaco;Metz;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;11;Monaco11;10/24/2004;Monaco;Auxerre;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;12;Monaco12;10/29/2004;Monaco;Marseille;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;13;Monaco13;11/6/2004;Monaco;Ajaccio;2;2;Draw;1;NA;;;;;;;;;;;;
2004-05;14;Monaco14;11/14/2004;Monaco;Lille;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;15;Monaco15;11/19/2004;Monaco;Sochaux;1;3;Loss;0;NA;;;;;;;;;;;;
2004-05;16;Monaco16;11/27/2004;Monaco;Toulouse;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;17;Monaco17;12/3/2004;Monaco;Rennes;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;18;Monaco18;12/11/2004;Monaco;Bastia;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;19;Monaco19;12/18/2004;Monaco;Bordeaux;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;20;Monaco20;1/12/2005;Monaco;Istres;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;21;Monaco21;1/15/2005;Monaco;Caen;5;2;Win;3;NA;;;;;;;;;;;;
2004-05;22;Monaco22;1/22/2005;Monaco;Lens;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;23;Monaco23;1/30/2005;Monaco;Paris SG;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;24;Monaco24;2/5/2005;Monaco;Nantes;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;25;Monaco25;2/18/2005;Monaco;Lyon;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;26;Monaco26;2/26/2005;Monaco;Nice;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;27;Monaco27;3/5/2005;Monaco;Metz;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;28;Monaco28;3/13/2005;Monaco;Auxerre;2;2;Draw;1;NA;;;;;;;;;;;;
2004-05;29;Monaco29;3/16/2005;Monaco;Strasbourg;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;30;Monaco30;3/20/2005;Monaco;Marseille;2;1;Win;3;NA;;;;;;;;;;;;
2004-05;31;Monaco31;4/2/2005;Monaco;Ajaccio;0;3;Loss;0;NA;;;;;;;;;;;;
2004-05;32;Monaco32;4/16/2005;Monaco;Sochaux;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;33;Monaco33;4/23/2005;Monaco;Toulouse;2;1;Win;3;NA;;;;;;;;;;;;
2004-05;34;Monaco34;5/1/2005;Monaco;Lille;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;35;Monaco35;5/7/2005;Monaco;Rennes;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;36;Monaco36;5/14/2005;Monaco;Bastia;5;2;Win;3;NA;;;;;;;;;;;;
2004-05;37;Monaco37;5/21/2005;Monaco;Bordeaux;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;38;Monaco38;5/28/2005;Monaco;St Etienne;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;1;Nantes1;8/7/2004;Nantes;Metz;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;2;Nantes2;8/14/2004;Nantes;Bastia;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;3;Nantes3;8/21/2004;Nantes;Rennes;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;4;Nantes4;8/28/2004;Nantes;Toulouse;2;2;Draw;1;NA;;;;;;;;;;;;
2004-05;5;Nantes5;9/11/2004;Nantes;St Etienne;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;6;Nantes6;9/18/2004;Nantes;Istres;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;7;Nantes7;9/22/2004;Nantes;Monaco;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;8;Nantes8;9/26/2004;Nantes;Lens;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;9;Nantes9;10/2/2004;Nantes;Strasbourg;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;10;Nantes10;10/16/2004;Nantes;Paris SG;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;11;Nantes11;10/23/2004;Nantes;Caen;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;12;Nantes12;10/30/2004;Nantes;Ajaccio;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;13;Nantes13;11/7/2004;Nantes;Auxerre;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;14;Nantes14;11/13/2004;Nantes;Lyon;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;15;Nantes15;11/20/2004;Nantes;Bordeaux;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;16;Nantes16;11/27/2004;Nantes;Marseille;1;3;Loss;0;NA;;;;;;;;;;;;
2004-05;17;Nantes17;12/4/2004;Nantes;Nice;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;18;Nantes18;12/11/2004;Nantes;Lille;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;19;Nantes19;12/19/2004;Nantes;Sochaux;2;2;Draw;1;NA;;;;;;;;;;;;
2004-05;20;Nantes20;1/12/2005;Nantes;Bastia;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;21;Nantes21;1/15/2005;Nantes;Rennes;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;22;Nantes22;1/22/2005;Nantes;Toulouse;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;23;Nantes23;1/26/2005;Nantes;St Etienne;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;24;Nantes24;1/30/2005;Nantes;Istres;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;25;Nantes25;2/5/2005;Nantes;Monaco;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;26;Nantes26;2/19/2005;Nantes;Lens;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;27;Nantes27;2/26/2005;Nantes;Strasbourg;2;1;Win;3;NA;;;;;;;;;;;;
2004-05;28;Nantes28;3/5/2005;Nantes;Paris SG;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;29;Nantes29;3/12/2005;Nantes;Caen;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;30;Nantes30;3/19/2005;Nantes;Ajaccio;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;31;Nantes31;4/2/2005;Nantes;Auxerre;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;32;Nantes32;4/9/2005;Nantes;Lyon;2;2;Draw;1;NA;;;;;;;;;;;;
2004-05;33;Nantes33;4/16/2005;Nantes;Bordeaux;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;34;Nantes34;4/23/2005;Nantes;Marseille;2;2;Draw;1;NA;;;;;;;;;;;;
2004-05;35;Nantes35;5/7/2005;Nantes;Nice;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;36;Nantes36;5/14/2005;Nantes;Lille;1;3;Loss;0;NA;;;;;;;;;;;;
2004-05;37;Nantes37;5/21/2005;Nantes;Sochaux;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;38;Nantes38;5/28/2005;Nantes;Metz;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;1;Nice1;8/6/2004;Nice;Lyon;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;2;Nice2;8/14/2004;Nice;Bordeaux;1;5;Loss;0;NA;;;;;;;;;;;;
2004-05;3;Nice3;8/21/2004;Nice;Marseille;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;4;Nice4;8/27/2004;Nice;Bastia;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;5;Nice5;9/11/2004;Nice;Lille;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;6;Nice6;9/19/2004;Nice;Sochaux;2;1;Win;3;NA;;;;;;;;;;;;
2004-05;7;Nice7;9/22/2004;Nice;Metz;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;8;Nice8;9/25/2004;Nice;Rennes;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;9;Nice9;10/2/2004;Nice;Monaco;4;3;Win;3;NA;;;;;;;;;;;;
2004-05;10;Nice10;10/16/2004;Nice;Toulouse;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;11;Nice11;10/23/2004;Nice;Strasbourg;1;3;Loss;0;NA;;;;;;;;;;;;
2004-05;12;Nice12;10/30/2004;Nice;Istres;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;13;Nice13;11/6/2004;Nice;St Etienne;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;14;Nice14;11/13/2004;Nice;Lens;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;15;Nice15;11/20/2004;Nice;Caen;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;16;Nice16;11/28/2004;Nice;Paris SG;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;17;Nice17;12/4/2004;Nice;Nantes;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;18;Nice18;12/11/2004;Nice;Ajaccio;3;0;Win;3;NA;;;;;;;;;;;;
2004-05;19;Nice19;12/18/2004;Nice;Auxerre;3;4;Loss;0;NA;;;;;;;;;;;;
2004-05;20;Nice20;1/12/2005;Nice;Bordeaux;3;3;Draw;1;NA;;;;;;;;;;;;
2004-05;21;Nice21;1/16/2005;Nice;Marseille;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;22;Nice22;1/22/2005;Nice;Bastia;0;2;Loss;0;NA;;;;;;;;;;;;
2004-05;23;Nice23;1/26/2005;Nice;Lille;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;24;Nice24;1/29/2005;Nice;Sochaux;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;25;Nice25;2/5/2005;Nice;Metz;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;26;Nice26;2/19/2005;Nice;Rennes;1;4;Loss;0;NA;;;;;;;;;;;;
2004-05;27;Nice27;2/26/2005;Nice;Monaco;2;1;Win;3;NA;;;;;;;;;;;;
2004-05;28;Nice28;3/5/2005;Nice;Toulouse;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;29;Nice29;3/12/2005;Nice;Strasbourg;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;30;Nice30;3/19/2005;Nice;Istres;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;31;Nice31;4/2/2005;Nice;St Etienne;2;0;Win;3;NA;;;;;;;;;;;;
2004-05;32;Nice32;4/9/2005;Nice;Lens;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;33;Nice33;4/16/2005;Nice;Caen;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;34;Nice34;4/22/2005;Nice;Paris SG;1;3;Loss;0;NA;;;;;;;;;;;;
2004-05;35;Nice35;5/7/2005;Nice;Nantes;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;36;Nice36;5/14/2005;Nice;Ajaccio;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;37;Nice37;5/21/2005;Nice;Auxerre;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;38;Nice38;5/28/2005;Nice;Lyon;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;1;Paris SG1;8/7/2004;Paris SG;Rennes;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;2;Paris SG2;8/14/2004;Paris SG;Caen;2;2;Draw;1;NA;;;;;;;;;;;;
2004-05;3;Paris SG3;8/21/2004;Paris SG;Toulouse;1;2;Loss;0;NA;;;;;;;;;;;;
2004-05;4;Paris SG4;8/29/2004;Paris SG;St Etienne;2;2;Draw;1;NA;;;;;;;;;;;;
2004-05;5;Paris SG5;9/11/2004;Paris SG;Istres;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;6;Paris SG6;9/19/2004;Paris SG;Monaco;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;7;Paris SG7;9/22/2004;Paris SG;Lens;2;2;Draw;1;NA;;;;;;;;;;;;
2004-05;8;Paris SG8;9/25/2004;Paris SG;Strasbourg;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;9;Paris SG9;10/2/2004;Paris SG;Bastia;2;1;Win;3;NA;;;;;;;;;;;;
2004-05;10;Paris SG10;10/16/2004;Paris SG;Nantes;0;1;Loss;0;NA;;;;;;;;;;;;
2004-05;11;Paris SG11;10/23/2004;Paris SG;Ajaccio;1;0;Win;3;NA;;;;;;;;;;;;
2004-05;12;Paris SG12;10/30/2004;Paris SG;Auxerre;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;13;Paris SG13;11/7/2004;Paris SG;Marseille;2;1;Win;3;NA;;;;;;;;;;;;
2004-05;14;Paris SG14;11/13/2004;Paris SG;Bordeaux;0;3;Loss;0;NA;;;;;;;;;;;;
2004-05;15;Paris SG15;11/19/2004;Paris SG;Lyon;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;16;Paris SG16;11/28/2004;Paris SG;Nice;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;17;Paris SG17;12/4/2004;Paris SG;Lille;1;1;Draw;1;NA;;;;;;;;;;;;
2004-05;18;Paris SG18;12/12/2004;Paris SG;Sochaux;2;1;Win;3;NA;;;;;;;;;;;;
2004-05;19;Paris SG19;12/18/2004;Paris SG;Metz;3;0;Win;3;NA;;;;;;;;;;;;
2004-05;20;Paris SG20;1/12/2005;Paris SG;Caen;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;21;Paris SG21;1/15/2005;Paris SG;Toulouse;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;22;Paris SG22;1/22/2005;Paris SG;St Etienne;0;0;Draw;1;NA;;;;;;;;;;;;
2004-05;23;Paris SG23;1/26/2005;Paris SG;Istres;2;2;Draw;1;NA;;;;;;;;;;;;
