Season;Game #;Unique ID;Date;Team;Opponent;Team G;Opp G;Win Loss;Points;Referee;Team S;Opp S;Team SOT;Opp SOT;Team Fouls;Opp Fouls;Team Corner;Opp Corner;Team Yellows;Opp Yellow;Team Red;Opp Red
2017-18;15;Nantes15;11/29/2017;Nantes;Monaco;1;0;Win;3;NA;16;9;5;1;9;12;11;5;0;0;0;0
2017-18;16;Nantes16;12/3/2017;Nantes;St Etienne;1;1;Draw;1;NA;22;13;6;4;10;18;9;5;1;4;0;0
2017-18;17;Nantes17;12/10/2017;Nantes;Nice;1;2;Loss;0;NA;22;12;4;5;13;12;5;3;1;4;0;0
2017-18;18;Nantes18;12/17/2017;Nantes;Angers;1;0;Win;3;NA;10;7;4;0;9;15;3;6;3;2;1;0
2017-18;19;Nantes19;12/20/2017;Nantes;Amiens;1;0;Win;3;NA;14;12;5;5;13;17;2;5;2;3;0;0
2017-18;20;Nantes20;1/14/2018;Nantes;Paris SG;0;1;Loss;0;NA;13;20;3;3;17;11;2;5;3;2;1;0
2017-18;21;Nantes21;1/17/2018;Nantes;Toulouse;1;1;Draw;1;NA;11;15;2;3;16;17;2;3;4;2;0;0
2017-18;22;Nantes22;1/20/2018;Nantes;Bordeaux;0;1;Loss;0;NA;14;9;4;3;19;11;3;5;1;2;0;0
2017-18;23;Nantes23;1/27/2018;Nantes;Guingamp;3;0;Win;3;NA;13;6;5;0;17;9;9;3;3;2;0;0
2017-18;24;Nantes24;2/4/2018;Nantes;Caen;2;3;Loss;0;NA;14;16;4;7;9;11;4;6;2;1;0;0
2017-18;25;Nantes25;2/11/2018;Nantes;Lille;2;2;Draw;1;NA;20;7;6;4;9;11;5;7;0;1;0;0
2017-18;26;Nantes26;2/18/2018;Nantes;Nice;1;1;Draw;1;NA;9;12;3;4;9;13;4;14;0;2;0;0
2017-18;27;Nantes27;2/24/2018;Nantes;Amiens;0;1;Loss;0;NA;27;8;4;1;10;16;8;6;2;2;0;0
2017-18;28;Nantes28;3/4/2018;Nantes;Marseille;1;1;Draw;1;NA;9;22;3;5;19;7;4;8;4;3;1;0
2017-18;29;Nantes29;3/10/2018;Nantes;Troyes;1;0;Win;3;NA;19;8;3;0;6;6;5;3;0;1;0;0
2017-18;30;Nantes30;3/18/2018;Nantes;Metz;1;1;Draw;1;NA;15;8;4;4;10;7;4;3;0;2;0;0
